ID,Style,Category,Artist,Title,anger,disgust,fear,joy,neutral,sadness,surprise
57726ecdedc2cb3880b8857f,Modern Art,Post-Impressionism,Paul Gauguin,The Seed of the Areoi,0.0,0.0,0.0,0.8233944954128442,0.0,0.11773700305810399,0.05886850152905199
5772845fedc2cb3880fdc0e9,Modern Art,Post-Impressionism,Santiago Rusinol,Terraced Garden in Mallorca,0.0,0.0,0.0,1.0,0.0,0.0,0.0
59839e9cedc2c9658c2f54cd,Modern Art,Lyrical Abstraction,Li CHEVALIER,Arrachement,0.05249841872232765,0.15812776723592664,0.2637571157495256,0.1049968374446553,0.05249841872232765,0.15749525616698293,0.21062618595825428
57727043edc2cb3880bd8d6a,Post Renaissance Art,Realism,Camille Corot,Souvenir of Mortefontaine,0.0,0.0,0.0625,0.9375,0.0,0.0,0.0
577281caedc2cb3880f59ad8,Post Renaissance Art,Neoclassicism,Gheorghe Tattarescu,"February 11th, 1866 - The Modern Romania",0.0,0.0,0.0,0.9094874591057798,0.0,0.0,0.09051254089422028
577287c4edc2cb3880081d4b,Renaissance Art,Northern Renaissance,Nicholas Hilliard,Elizabeth I - The Pelican Portrait,0.0,0.0,0.0,0.8571428571428572,0.14285714285714285,0.0,0.0
57728736edc2cb388006b3a6,Modern Art,Abstract Expressionism,William Turnbull,Head,0.0,0.0,0.13333333333333333,0.0,0.0,0.6,0.26666666666666666
577278cfedc2cb3880d93a9e,Renaissance Art,High Renaissance,Vittore Carpaccio,The Virgin Reading,0.0,0.0,0.0,0.888888888888889,0.0,0.0,0.11111111111111113
57727e83edc2cb3880eb0d2b,Renaissance Art,High Renaissance,Andrea Mantegna,Julius Caesar on a triumphal car,0.0,0.08333333333333333,0.16666666666666666,0.5833333333333333,0.0,0.16666666666666666,0.0
577281a6edc2cb3880f510b1,Modern Art,Cubism,Lyonel Feininger,Jesuiten III (Jesuits III),0.0,0.1,0.0,0.6000000000000001,0.0,0.0,0.3
577272d6edc2cb3880c69b39,Modern Art,Post-Impressionism,Paul Cezanne,Mont Sainte-Victoire,0.012738853503184714,0.012738853503184714,0.012738853503184714,0.8698817106460418,0.0,0.03912647861692448,0.05277525022747953
57728a18edc2cb38800fd615,Post Renaissance Art,Romanticism,Charles Turner,Cyril Jackson,0.0,0.125,0.0,0.5,0.0,0.25,0.125
57728261edc2cb3880f7748f,Post Renaissance Art,Rococo,Canaletto,Perspective with a Portico,0.0,0.0,0.0,0.6363636363636364,0.0,0.27272727272727276,0.09090909090909093
57728108edc2cb3880f3227e,Post Renaissance Art,Rococo,Dmitry Levitzky,Portrait of Countess N. F. Vorontsova,0.0,0.0,0.0,0.888888888888889,0.0,0.0,0.11111111111111113
57728225edc2cb3880f6c23d,Modern Art,Art Informel,Julius Bissier,29.6.61 T,0.08333333333333333,0.08333333333333333,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333
57727b79edc2cb3880e18fc4,Post Renaissance Art,Romanticism,George Stubbs,Mares and Foals in a River Landscape,0.0,0.0,0.0,0.9377811094452774,0.0,0.0,0.06221889055472264
57728736edc2cb388006b406,Modern Art,Abstract Expressionism,William Turnbull,Horse,0.0,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714
57728172edc2cb3880f46baf,Modern Art,Art Informel,Jean Rene Bazaine,Chicago (detail),0.19999999999999998,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.3333333333333333
577270e8edc2cb3880bfa325,Modern Art,Neo-Expressionism,Jean-Michel Basquiat,Bird on Money,0.0,0.18181818181818182,0.2727272727272727,0.09090909090909091,0.0,0.18181818181818182,0.2727272727272727
577279ceedc2cb3880dc81af,Modern Art,Expressionism,Franz Marc,Blue Fox,0.0,0.0,0.14285714285714288,0.7142857142857143,0.0,0.0,0.14285714285714288
57727802edc2cb3880d64fcf,Modern Art,Surrealism,Balthus,Children,0.0,0.0,0.08340971585701192,0.25022914757103576,0.0,0.6663611365719523,0.0
57727029edc2cb3880bd081a,Renaissance Art,High Renaissance,Pietro Perugino,The vision of St. Bernard,0.0,0.0,0.0,1.0,0.0,0.0,0.0
577283cbedc2cb3880fbda39,Modern Art,Abstract Expressionism,Aaron Siskind,Feet 102,0.0,0.2857142857142857,0.0,0.4285714285714286,0.0,0.14285714285714285,0.14285714285714285
5772839fedc2cb3880fb4537,Modern Art,Impressionism,Henry Herbert La Thangue,"Farm Near Horsey, Norfolk",0.0,0.1,0.0,0.9,0.0,0.0,0.0
57727f93edc2cb3880ee394c,Modern Art,Post-Impressionism,Stefan Luchian,Interior (Lorica),0.0,0.0,0.0,0.8823529411764706,0.0,0.11764705882352942,0.0
57727ec7edc2cb3880ec220c,Post Renaissance Art,Neoclassicism,Yannoulis Chalepas,"Mercury, Venus and Pegasus",0.0,0.11111111111111112,0.0,0.33333333333333337,0.0,0.4444444444444445,0.11111111111111112
57727564edc2cb3880ce16c4,Post Renaissance Art,Realism,Vasily Perov,Last Journey,0.0,0.0,0.11772315653298836,0.11772315653298836,0.0,0.7056921086675291,0.05886157826649418
57726e43edc2cb3880b694c1,Renaissance Art,Northern Renaissance,Pieter Bruegel the Elder,Parable of the Blind,0.1,0.1,0.4,0.1,0.0,0.30000000000000004,0.0
577282e6edc2cb3880f940ee,Modern Art,Surrealism,Brassai,"Couple kissing under the Pont au Double, Paris",0.0,0.0,0.0,0.8823529411764706,0.0,0.11764705882352942,0.0
57727f92edc2cb3880ee392c,Modern Art,Post-Impressionism,Stefan Luchian,Hair Washing,0.0,0.0,0.0,0.7894736842105263,0.0,0.10526315789473685,0.10526315789473685
57728415edc2cb3880fca475,Post Renaissance Art,Baroque,Artemisia Gentileschi,Portrait of a Condottiero,0.0,0.125,0.0,0.625,0.0,0.25,0.0
577286aaedc2cb388004e49a,Post Renaissance Art,Romanticism,Horace Vernet,The Emperor Napoleon I,0.0,0.0,0.0,0.7142857142857143,0.0,0.28571428571428575,0.0
577287ceedc2cb3880082ecd,Modern Art,Neo-Expressionism,Henry Villierme,A Quiet Moment,0.0,0.0,0.07692307692307691,0.46153846153846156,0.0,0.3846153846153846,0.07692307692307691
57727ca6edc2cb3880e542d2,Post Renaissance Art,Baroque,Esaias van de Velde,Ice on the moat entertainment,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.08333333333333333
577280e0edc2cb3880f28f46,Modern Art,Pop Art,Patrick Caulfield,Still Life with Dagger,0.038461538461538464,0.06477732793522267,0.15587044534412955,0.18218623481781376,0.0,0.15688259109311742,0.4018218623481782
577281f5edc2cb3880f62505,Modern Art,Cubism,F&#233;lix Del Marle,Study for a portrait of Jean Dupr&#233;,0.0,0.1336,0.1336,0.2664,0.0,0.1328,0.3336
5772832fedc2cb3880fa0ccf,Modern Art,Expressionism,Helene Schjerfbeck,Self-portrait with Black Background,0.0,0.0,0.11096256684491979,0.22192513368983957,0.0,0.5561497326203209,0.11096256684491979
57728067edc2cb3880f1288d,Modern Art,Cubism,Andr&#233; Lhote,Le Port de Bordeaux,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.4285714285714286,0.0
577277bbedc2cb3880d58903,Modern Art,Surrealism,Jean Arp,Human Concretion,0.0,0.0625,0.0625,0.3125,0.0,0.1875,0.375
577277fcedc2cb3880d646d5,Modern Art,Impressionism,Willard Metcalf,Old Woman with Child and Goose,0.0,0.012254901960784314,0.0,0.8529411764705883,0.0,0.11029411764705883,0.024509803921568627
57728045edc2cb3880f09f7f,Modern Art,Abstract Expressionism,Henri Matisse,The Beasts of the Sea,0.0,0.0,0.0,0.5454545454545455,0.0,0.0,0.45454545454545453
57727bd5edc2cb3880e2c5b4,Modern Art,Color Field Painting,Barnett Newman,Midnight Blue,0.0,0.1,0.0,0.3,0.1,0.1,0.4
577281c2edc2cb3880f58f90,Post Renaissance Art,Neoclassicism,Abraham van Strij,Winter landscape,0.0,0.0,0.0,0.8666666666666666,0.0,0.06666666666666667,0.06666666666666667
57728415edc2cb3880fca3b5,Post Renaissance Art,Baroque,Artemisia Gentileschi,An Allegory of Peace and the Arts under the English Crown,0.08333333333333333,0.08333333333333333,0.0,0.6666666666666666,0.0,0.08333333333333333,0.08333333333333333
57728143edc2cb3880f3d1b1,Post Renaissance Art,Neoclassicism,John William Godward,Under the Blossom that Hangs on the Bough,0.0,0.0,0.0,0.3076923076923077,0.0,0.6153846153846153,0.07692307692307693
577288f1edc2cb38800bff1f,Contemporary Art,Minimalism,Nasreen Mohamedi,Untitled,0.15384615384615383,0.23076923076923078,0.07692307692307691,0.0,0.0,0.38461538461538464,0.15384615384615383
593467a4edc2c9b408c15286,Modern Art,Expressionism,Stanisław Wyspiański,Portret Pagaczewskiego,0.0,0.0,0.05232129697862933,0.2630803242446573,0.0,0.632277081798084,0.05232129697862933
57728703edc2cb3880061039,Modern Art,Lyrical Abstraction,Kazuo Shiraga,Sacred Flame,0.15384615384615385,0.23076923076923075,0.23076923076923075,0.0,0.0,0.0,0.3846153846153846
57728325edc2cb3880f9fd85,Renaissance Art,Northern Renaissance,Cristovao de Figueiredo,Tr&#226;nsito da virgem,0.0,0.0,0.11111111111111112,0.22222222222222224,0.0,0.6666666666666666,0.0
5772837dedc2cb3880fabbc2,Modern Art,Impressionism,Marianne North,Red Sea,0.0,0.0,0.0,0.8,0.0,0.1,0.1
57728478edc2cb3880fde8d1,Modern Art,Abstract Expressionism,Victor Hugo,Abstract Composition,0.0,0.20014662756598245,0.0,0.20014662756598245,0.0,0.1334310850439883,0.46627565982404695
5772848dedc2cb3880fe5c7f,Post Renaissance Art,Baroque,Paul Bril,View of a Port,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57727ee7edc2cb3880ec4f8e,Post Renaissance Art,Neoclassicism,Giacomo Quarenghi,View of the New Jerusalem Monastery near Moscow,0.0,0.0,0.0,0.7692307692307692,0.0,0.15384615384615385,0.07692307692307693
57728194edc2cb3880f4f5bd,Modern Art,Art Informel,Alberto Burri,Combustione,0.0,0.2142857142857143,0.07142857142857144,0.0,0.0,0.21428571428571433,0.5
57727ce5edc2cb3880e5fb4f,Modern Art,Impressionism,Pericles Pantazis ,Mauvaise Recette,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.7692307692307692,0.07692307692307693
577287f5edc2cb388008c4d9,Modern Art,Lyrical Abstraction,Marcelle Loubchansky,Sans titre,0.0,0.0625,0.25,0.18750000000000003,0.0,0.18750000000000003,0.3125
57728794edc2cb3880077e35,Contemporary Art,Minimalism,Gianni Piacentino,Dull-Amaranth Disk,0.0,0.20048019207683074,0.0,0.2989195678271308,0.0,0.30012004801920766,0.20048019207683074
57727dd8edc2cb3880e90c81,Post Renaissance Art,Baroque,Adriaen van de Venne,Fishing for Souls,0.022530329289428074,0.04419410745233968,0.23310225303292892,0.4107452339688041,0.011265164644714037,0.18890814558058924,0.08925476603119582
57727ab7edc2cb3880df97fa,Modern Art,Cubism,Max Beckmann,The Iron Bridge (View of Frankfurt),0.0,0.0,0.0,0.45454545454545453,0.0,0.09090909090909091,0.45454545454545453
58d32aededc2c998786cbeb5,Modern Art,Magic Realism,Nina Tokhtaman Valetova,Infinity,0.0,0.06254295532646048,0.0,0.3752577319587629,0.0,0.06254295532646048,0.4996563573883161
57728400edc2cb3880fc8331,Modern Art,Art Informel,Zao Wou-Ki,Vol d’oiseaux,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5772797dedc2cb3880db565a,Post Renaissance Art,Realism,Nikolai Ge,Peter the Great Interrogating the Tsarevich Alexei Petrovich at Peterhof,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.7272727272727272,0.09090909090909091
57728619edc2cb38800309bd,Post Renaissance Art,Romanticism,Thomas Girtin,Pont-y-Pair,0.0,0.0,0.0,0.9,0.0,0.0,0.10000000000000002
59ae559cedc2c9cdd86c5224,Renaissance Art,Northern Renaissance,Quentin Matsys,An Old Woman (The Ugly Duchess),0.06666666666666667,0.19999999999999998,0.19999999999999998,0.13333333333333333,0.0,0.20000000000000004,0.19999999999999998
57728742edc2cb388006c728,Modern Art,Art Informel,Antonio Areal,Untitled,0.125,0.125,0.125,0.0,0.0,0.125,0.5
577270e8edc2cb3880bfa375,Modern Art,Neo-Expressionism,Jean-Michel Basquiat,Boy and dog in a Johnnypump,0.09090909090909091,0.27272727272727276,0.27272727272727276,0.0,0.0,0.0,0.36363636363636365
577275ccedc2cb3880cf618e,Modern Art,Abstract Art,Georgia O&#39;Keeffe,Blue-02,0.0,0.0,0.07692307692307693,0.23076923076923078,0.0,0.3076923076923077,0.3846153846153846
57727f7cedc2cb3880ee145f,Contemporary Art,Minimalism,Frank Stella,The Marriage of Reason and Squalor,0.20072115384615383,0.09975961538461538,0.0,0.19951923076923075,0.0,0.19951923076923075,0.3004807692307692
57728649edc2cb388003a837,Post Renaissance Art,Romanticism,Anne-Louis Girodet,The Sleep of Endymion,0.0,0.0,0.0,0.7692307692307692,0.0,0.15384615384615385,0.07692307692307693
57727f4bedc2cb3880ed8b25,Contemporary Art,Minimalism,Agnes Martin,Night Sea,0.0,0.08333333333333334,0.0,0.25000000000000006,0.08333333333333334,0.33333333333333337,0.25
57726ff1edc2cb3880bc543b,Post Renaissance Art,Neoclassicism,Jacques-Louis David,"Napoleon Crossing the Alps at the St Bernard Pass, 20th May 1800",0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333
57727fa8edc2cb3880eeb2f0,Contemporary Art,Minimalism,Jo Baer,"Primary Light Group: Red, Green, Blue",0.0,0.16666666666666669,0.0,0.25,0.08333333333333334,0.16666666666666669,0.33333333333333337
577282c9edc2cb3880f8c0e4,Modern Art,Impressionism,Nicolae Grigorescu,Columbine in Green,0.052816901408450696,0.2095070422535211,0.0,0.5792253521126759,0.0,0.10563380281690139,0.052816901408450696
58aae502edc2c923e4650705,Post Renaissance Art,Baroque,Agostino Tassi,Naufragio Della Flotta Di Enea,0.125,0.0625,0.5,0.0,0.0,0.3125,0.0
577289a7edc2cb38800e760c,Post Renaissance Art,Rococo,Charles Willson Peale,Benjamin and Eleanor Ridgley Laming,0.0,0.0,0.02084649399873658,0.9368288060644346,0.0,0.010739102969046118,0.031585596967782695
577287acedc2cb388007f855,Modern Art,Pop Art,Samuel Buri,Untitled,0.0,0.09090909090909091,0.09090909090909091,0.5454545454545454,0.0,0.09090909090909091,0.18181818181818182
577281c7edc2cb3880f597ca,Post Renaissance Art,Realism,Vasily Sadovnikov,View of Palace Square and Winter Palace in St. Petersburg,0.0,0.0,0.0,1.0,0.0,0.0,0.0
57728437edc2cb3880fd2cbf,Modern Art,Art Informel,Helmut Sturm,Untitled,0.0,0.2307692307692308,0.2307692307692308,0.07692307692307693,0.0,0.3076923076923077,0.15384615384615385
577280cbedc2cb3880f26e45,Modern Art,Magic Realism,Stefan Caltia,Wing Seller,0.0,0.0,0.0,0.6363636363636365,0.0,0.09090909090909091,0.27272727272727276
577283a1edc2cb3880fb4727,Modern Art,Impressionism,Henry Herbert La Thangue,"The Boat Builder&#39;s Yard, Cancale, Brittany",0.0,0.0,0.0,0.41254125412541254,0.0,0.5288778877887789,0.058580858085808575
577284a1edc2cb3880fe7865,Modern Art,Lyrical Abstraction,Ray Parker,Spring,0.0,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.25,0.41666666666666663
5772779bedc2cb3880d4fdef,Renaissance Art,Early Renaissance,Andrea del Verrocchio,Madonna and Child,0.0,0.0,0.0,1.0,0.0,0.0,0.0
577286e4edc2cb3880058c40,Modern Art,Cubism,Wyndham Lewis,The Crowd,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.5454545454545454
