Painting,Best Matching Poem Index,Similarity Score
57726e17edc2cb3880b5f298.jpg,2330,0.3067694902420044
57727756edc2cb3880d45f1d.jpg,1644,0.3067116141319275
577283a1edc2cb3880fb4737.jpg,1307,0.3066992461681366
57728744edc2cb388006c92c.jpg,1423,0.30669182538986206
57726f77edc2cb3880baa4c5.jpg,4382,0.3064503073692322
57727a6cedc2cb3880de7473.jpg,3980,0.3064073920249939
57727fbbedc2cb3880eed035.jpg,2293,0.30634987354278564
57727fa5edc2cb3880eeae36.jpg,76,0.30620914697647095
57727562edc2cb3880ce1404.jpg,246,0.306109219789505
57728375edc2cb3880faafd0.jpg,1423,0.30607807636260986
577278b0edc2cb3880d8b4fe.jpg,2845,0.30607208609580994
588d45b4edc2c9b47c37b6f1.jpg,3943,0.3059714436531067
57728144edc2cb3880f3d2a1.jpg,1997,0.3058721423149109
593467a4edc2c9b408c15286.jpg,1307,0.3058382570743561
57727fdcedc2cb3880ef5080.jpg,3362,0.3057876527309418
57727800edc2cb3880d64d2d.jpg,3623,0.30575233697891235
57727c8fedc2cb3880e4c960.jpg,518,0.3057374358177185
577281c5edc2cb3880f594fe.jpg,3980,0.3057246804237366
57727b78edc2cb3880e18f04.jpg,4265,0.30557581782341003
57727017edc2cb3880bcee2a.jpg,4167,0.3055458068847656
57727efbedc2cb3880ecc31e.jpg,2829,0.3054467439651489
577277d2edc2cb3880d5ac3d.jpg,1423,0.3054088056087494
577278b1edc2cb3880d8b558.jpg,858,0.3053414225578308
57726f83edc2cb3880bb115d.jpg,4837,0.3051796555519104
5772846eedc2cb3880fdd965.jpg,4123,0.30510246753692627
57728a4bedc2cb3880107797.jpg,3425,0.30509695410728455
57727cb9edc2cb3880e560b7.jpg,4167,0.30506211519241333
577286ddedc2cb3880058192.jpg,1349,0.3050534129142761
57727f2dedc2cb3880ed5fa9.jpg,4366,0.3049841523170471
59ae59a9edc2c9cdd87cc189.jpg,4167,0.3049032390117645
577276b0edc2cb3880d27165.jpg,1307,0.3048853874206543
57727ca4edc2cb3880e54008.jpg,1637,0.3046073615550995
57727e10edc2cb3880e9b02d.jpg,4541,0.3043875992298126
57727c5bedc2cb3880e42ab4.jpg,3295,0.30438730120658875
57727e83edc2cb3880eb0ddb.jpg,1637,0.3043096661567688
577281c3edc2cb3880f59050.jpg,4948,0.3042587339878082
577281c1edc2cb3880f58e30.jpg,3943,0.3042534589767456
57728a37edc2cb3880105a56.jpg,3980,0.30422264337539673
577275a7edc2cb3880ced250.jpg,1423,0.3042182922363281
577278baedc2cb3880d8c36c.jpg,1637,0.30421170592308044
5772831aedc2cb3880f9ebcf.jpg,3362,0.30414387583732605
577275e6edc2cb3880cf8b29.jpg,3980,0.3040720224380493
57728218edc2cb3880f6b05e.jpg,674,0.3039553165435791
5772857fedc2cb3880012104.jpg,1999,0.3038909435272217
57728253edc2cb3880f760a5.jpg,3816,0.3038615584373474
57726f76edc2cb3880baa2cf.jpg,3623,0.3038398325443268
57728629edc2cb388003759f.jpg,4123,0.30380189418792725
57727c73edc2cb3880e49fee.jpg,4833,0.3037353754043579
57728965edc2cb38800dbaf8.jpg,1307,0.3036985397338867
577270a4edc2cb3880beddbd.jpg,4123,0.30356329679489136
5954fa32edc2c93644c38f1b.jpg,3623,0.30333855748176575
57727ca6edc2cb3880e54252.jpg,2038,0.30330055952072144
57728a0dedc2cb38800fc320.jpg,4061,0.30324748158454895
577271d9edc2cb3880c2ef66.jpg,2397,0.30321866273880005
57727669edc2cb3880d1573f.jpg,3578,0.3031995892524719
57727696edc2cb3880d1f359.jpg,518,0.30316266417503357
57727334edc2cb3880c7ea9a.jpg,4388,0.303144246339798
57726f33edc2cb3880b9dfb3.jpg,3980,0.3031221032142639
57728955edc2cb38800d4b93.jpg,1307,0.3031211495399475
57727759edc2cb3880d461ff.jpg,4901,0.3030300736427307
577288e2edc2cb38800be4a0.jpg,1518,0.30297359824180603
57728143edc2cb3880f3d1d1.jpg,154,0.3028561472892761
57727de7edc2cb3880e91f26.jpg,1999,0.3025408983230591
57728562edc2cb388000f4da.jpg,1997,0.3025268316268921
5a5da69dedc2c973d42ff2ee.jpg,4315,0.30226612091064453
5772866fedc2cb388004339f.jpg,4123,0.30225369334220886
57727e13edc2cb3880e9b45b.jpg,1182,0.3022082448005676
57727af3edc2cb3880e04523.jpg,777,0.30202436447143555
587cf1fdedc2c9546c04aabd.jpg,3362,0.3020119071006775
57728123edc2cb3880f39ebd.jpg,666,0.30193445086479187
57727990edc2cb3880dbc91a.jpg,518,0.30193039774894714
57727d6fedc2cb3880e7c361.jpg,1307,0.30192139744758606
5772794bedc2cb3880daae26.jpg,1307,0.30182480812072754
5772867cedc2cb38800448ac.jpg,2829,0.30179861187934875
57726f83edc2cb3880bb117d.jpg,246,0.30170583724975586
57728948edc2cb38800d357a.jpg,1307,0.3016972839832306
57728143edc2cb3880f3d1c1.jpg,3980,0.3016799986362457
596f9062edc2c953f4a9cdf5.jpg,4810,0.3016705811023712
577281a5edc2cb3880f5101f.jpg,2829,0.3016604483127594
577286caedc2cb3880056869.jpg,2226,0.30157530307769775
5772798eedc2cb3880dbc5c2.jpg,4105,0.301296591758728
57728984edc2cb38800de884.jpg,1518,0.30125802755355835
57726ef9edc2cb3880b9278e.jpg,2330,0.3011767268180847
57728143edc2cb3880f3d1b1.jpg,154,0.3010616600513458
577281a5edc2cb3880f50ebb.jpg,687,0.30096450448036194
57728393edc2cb3880fb31a8.jpg,2829,0.30088773369789124
57728649edc2cb388003a837.jpg,2392,0.30087071657180786
57728223edc2cb3880f6bf27.jpg,3623,0.3008236587047577
57727a06edc2cb3880dd2d61.jpg,1550,0.3008095324039459
57726e7eedc2cb3880b74b0a.jpg,914,0.3007369935512543
577284a1edc2cb3880fe7753.jpg,4562,0.3007293939590454
57726e34edc2cb3880b62340.jpg,3623,0.30072659254074097
577278e1edc2cb3880d95432.jpg,1423,0.30070582032203674
57727301edc2cb3880c73de3.jpg,3980,0.30067145824432373
577283cdedc2cb3880fbdd74.jpg,4948,0.30063799023628235
577288a5edc2cb38800b2ed2.jpg,2007,0.3006157875061035
57727760edc2cb3880d467bd.jpg,1864,0.3005831837654114
57727c1bedc2cb3880e379f8.jpg,3425,0.30057045817375183
57728415edc2cb3880fca4a5.jpg,2491,0.3004988431930542
57727d4eedc2cb3880e73cda.jpg,3623,0.30046603083610535
57727a11edc2cb3880dd3d83.jpg,1307,0.30039170384407043
57726f4cedc2cb3880ba07ed.jpg,2330,0.30028679966926575
57728736edc2cb388006b3a6.jpg,2909,0.30028048157691956
577270a4edc2cb3880bede3d.jpg,4123,0.3002334535121918
5772774dedc2cb3880d4552f.jpg,2928,0.3002263009548187
577285e5edc2cb3880026567.jpg,1004,0.30018630623817444
57728297edc2cb3880f81f5b.jpg,2829,0.3001362681388855
577284f5edc2cb3880ffa16a.jpg,1077,0.3001139163970947
57727e18edc2cb3880e9bbf3.jpg,1182,0.30000749230384827
57728415edc2cb3880fca3d5.jpg,3980,0.2999715507030487
577287afedc2cb388007fc5b.jpg,1112,0.2999659478664398
57727ec8edc2cb3880ec22bc.jpg,2392,0.2999071478843689
57728396edc2cb3880fb360c.jpg,449,0.299872487783432
57727022edc2cb3880bcfca8.jpg,3755,0.29985031485557556
577285e5edc2cb3880026485.jpg,1864,0.2997768819332123
577279c7edc2cb3880dc742a.jpg,1793,0.29977303743362427
577284f8edc2cb3880ffa6c2.jpg,4123,0.29968971014022827
57727ffbedc2cb3880efd679.jpg,4123,0.2996867597103119
57728395edc2cb3880fb355c.jpg,449,0.2996537387371063
5772825cedc2cb3880f76c00.jpg,1307,0.2996075749397278
57728aceedc2cb38801248fd.jpg,3980,0.2995656728744507
57728223edc2cb3880f6bf67.jpg,2392,0.2995063364505768
57727ab7edc2cb3880df987a.jpg,4005,0.2994967997074127
57728006edc2cb3880efe5d1.jpg,4562,0.2994963228702545
5772857bedc2cb3880011b30.jpg,1355,0.2994672954082489
57728478edc2cb3880fde8d1.jpg,4948,0.2993949353694916
57726f0cedc2cb3880b945e5.jpg,3980,0.2993909418582916
577277cbedc2cb3880d5a02b.jpg,1307,0.29933539032936096
57728335edc2cb3880fa1765.jpg,1518,0.2993013858795166
57727d39edc2cb3880e71c6c.jpg,154,0.29924866557121277
577284e0edc2cb3880ff2caa.jpg,1307,0.29923492670059204
5772860bedc2cb388002f1d9.jpg,1518,0.2992115616798401
57726e35edc2cb3880b624b8.jpg,518,0.2991987466812134
5772846eedc2cb3880fdda75.jpg,4123,0.29917189478874207
57726e38edc2cb3880b62a67.jpg,4167,0.2991412878036499
57727029edc2cb3880bd081a.jpg,900,0.2989509105682373
577287e4edc2cb388008a853.jpg,4123,0.2989417016506195
57727d86edc2cb3880e7e4a0.jpg,2794,0.29892441630363464
57727fadedc2cb3880eebc1e.jpg,3209,0.2989088296890259
57728133edc2cb3880f3b7ec.jpg,2392,0.2988373041152954
57727cd5edc2cb3880e5e21b.jpg,1999,0.2988024055957794
577285c1edc2cb388002314d.jpg,1637,0.2987866699695587
5772842cedc2cb3880fd1bd7.jpg,4123,0.29876577854156494
57728a54edc2cb3880108612.jpg,1601,0.2987644374370575
57727d3eedc2cb3880e72395.jpg,1286,0.29870572686195374
577278cdedc2cb3880d93786.jpg,4800,0.29868513345718384
58d2ef9bedc2c99878a544f4.jpg,3264,0.29866859316825867
5772798fedc2cb3880dbc6a0.jpg,518,0.29849180579185486
577276bfedc2cb3880d28492.jpg,4580,0.29848894476890564
596e1177edc2c9b5a892856b.jpg,3921,0.2984485924243927
57727802edc2cb3880d64fcf.jpg,4663,0.29843276739120483
5772845fedc2cb3880fdc0e9.jpg,2570,0.29843196272850037
57727de7edc2cb3880e91fd9.jpg,2038,0.29836729168891907
57727f44edc2cb3880ed8062.jpg,4123,0.2983483076095581
57726ff1edc2cb3880bc543b.jpg,1811,0.298329621553421
57726e92edc2cb3880b76d02.jpg,1518,0.2982909679412842
5907058fedc2c962e0bdae25.jpg,1518,0.29827550053596497
57727d1dedc2cb3880e6a02e.jpg,518,0.2982235550880432
57727ee6edc2cb3880ec4dac.jpg,4123,0.29820382595062256
57727d68edc2cb3880e7bbd0.jpg,3264,0.2981288731098175
57726f93edc2cb3880bb1ffb.jpg,2164,0.297980934381485
57728295edc2cb3880f81d19.jpg,2511,0.2979261875152588
57728396edc2cb3880fb35cc.jpg,449,0.29789814352989197
57727f79edc2cb3880ee0f61.jpg,1422,0.29789143800735474
57726f11edc2cb3880b94df9.jpg,1320,0.2978766858577728
577287c4edc2cb3880081d4b.jpg,1597,0.29783663153648376
57726ea7edc2cb3880b7e98b.jpg,1327,0.29782548546791077
59b2901eedc2caeb043310da.jpg,674,0.2978097200393677
5772765bedc2cb3880d146a4.jpg,1999,0.29778316617012024
57727f49edc2cb3880ed8882.jpg,4355,0.2976333498954773
57728a61edc2cb388010ef81.jpg,3773,0.2976175546646118
57727f92edc2cb3880ee392c.jpg,2330,0.29744887351989746
577289d6edc2cb38800f1756.jpg,1162,0.29744648933410645
57726e49edc2cb3880b69d4f.jpg,1004,0.297421932220459
57728400edc2cb3880fc8331.jpg,4123,0.29741743206977844
57727d70edc2cb3880e7c4e9.jpg,1097,0.2974074184894562
57728225edc2cb3880f6c23d.jpg,4366,0.2973543405532837
5772881aedc2cb38800955c9.jpg,1307,0.2973419725894928
57728ac8edc2cb3880123f3e.jpg,4615,0.297297865152359
577280caedc2cb3880f26d05.jpg,1307,0.2972780764102936
577286deedc2cb3880058258.jpg,1518,0.2972573935985565
57726e1fedc2cb3880b5ffce.jpg,1307,0.2972527742385864
57727d1dedc2cb3880e69f6e.jpg,1498,0.29722920060157776
577288e2edc2cb38800be4d0.jpg,1518,0.2972028851509094
57728468edc2cb3880fdd007.jpg,3755,0.29719385504722595
57727ca6edc2cb3880e542d2.jpg,2829,0.2971622347831726
577275ceedc2cb3880cf655e.jpg,439,0.2970818281173706
57726e50edc2cb3880b6a78a.jpg,900,0.29706305265426636
57727e18edc2cb3880e9bbe1.jpg,1349,0.2968995273113251
57728a53edc2cb3880108562.jpg,1601,0.29689911007881165
57728595edc2cb38800194bc.jpg,4947,0.2968982458114624
577282b9edc2cb3880f8a86c.jpg,1423,0.2968815863132477
577285a9edc2cb388001b4b3.jpg,2808,0.296860933303833
577277c2edc2cb3880d59281.jpg,3858,0.2968462109565735
57728759edc2cb388006daca.jpg,1518,0.29684212803840637
57727ab7edc2cb3880df97fa.jpg,3270,0.2968044579029083
57728984edc2cb38800de804.jpg,1997,0.2967551648616791
57727d70edc2cb3880e7c4a3.jpg,1810,0.2967398464679718
577281c8edc2cb3880f5987c.jpg,1388,0.2966674864292145
57726e25edc2cb3880b60a8b.jpg,1307,0.29652681946754456
577277fcedc2cb3880d646d5.jpg,4718,0.29651373624801636
5772756bedc2cb3880ce1d44.jpg,3362,0.2964908182621002
591706d5edc2cc64a4ca7032.jpg,4123,0.29639527201652527
57727f7bedc2cb3880ee1333.jpg,1349,0.29636406898498535
5772883dedc2cb388009e2ed.jpg,4196,0.2962746024131775
57728781edc2cb3880075e70.jpg,257,0.29627206921577454
5772774fedc2cb3880d4580b.jpg,3980,0.2962678074836731
577280cbedc2cb3880f26e45.jpg,1473,0.29626625776290894
577286c5edc2cb38800560ad.jpg,3755,0.2962372601032257
5772850cedc2cb3880ffc49b.jpg,1327,0.2962114214897156
57727d0bedc2cb3880e6856b.jpg,1355,0.29614192247390747
57727a0fedc2cb3880dd3a49.jpg,4718,0.29611527919769287
57728709edc2cb3880061955.jpg,1327,0.2961113154888153
577281a5edc2cb3880f50f9b.jpg,3755,0.29609978199005127
57727da7edc2cb3880e86aec.jpg,883,0.29603812098503113
585d2758edc2c93bbccdc0be.jpg,257,0.296010285615921
57726ff3edc2cb3880bc56b7.jpg,2330,0.29600077867507935
57728945edc2cb38800d30f4.jpg,1518,0.29586464166641235
5772755eedc2cb3880ce0e82.jpg,3623,0.29585734009742737
577283a1edc2cb3880fb4727.jpg,4801,0.2958201766014099
577271d2edc2cb3880c2e307.jpg,858,0.2957649827003479
57727259edc2cb3880c4cb0a.jpg,3943,0.29568907618522644
5772786cedc2cb3880d7f869.jpg,1307,0.2955814301967621
5772867cedc2cb38800448cc.jpg,166,0.29557883739471436
589c5342edc2cd40d4ab550b.jpg,3623,0.29554057121276855
57727637edc2cb3880d0b610.jpg,1518,0.29551783204078674
57727e84edc2cb3880eb0f01.jpg,2476,0.29551252722740173
57727d40edc2cb3880e72749.jpg,3943,0.2954855263233185
57728136edc2cb3880f3bbd5.jpg,1423,0.29548195004463196
57727e01edc2cb3880e99c27.jpg,3065,0.29543668031692505
577286fcedc2cb3880060597.jpg,1307,0.29536259174346924
577275c9edc2cb3880cf5c9c.jpg,3847,0.2952553629875183
57726ecfedc2cb3880b8890f.jpg,1388,0.2952393889427185
57727601edc2cb3880d00ef4.jpg,1936,0.29519709944725037
57727cbaedc2cb3880e561e7.jpg,2829,0.295127809047699
57727fdbedc2cb3880ef4f7e.jpg,4615,0.2949727773666382
57726f0aedc2cb3880b94295.jpg,1637,0.29489484429359436
57727800edc2cb3880d64c8f.jpg,2038,0.2948899269104004
5772837dedc2cb3880fabbc2.jpg,3755,0.2947908937931061
577280fcedc2cb3880f30f41.jpg,3839,0.29473385214805603
57726e43edc2cb3880b694c1.jpg,2038,0.2947249114513397
57727d70edc2cb3880e7c529.jpg,898,0.29466113448143005
57727e81edc2cb3880eb0b16.jpg,4810,0.29461368918418884
57728468edc2cb3880fdcff7.jpg,1518,0.2945936620235443
57727016edc2cb3880bcec98.jpg,1637,0.29458802938461304
577275e5edc2cb3880cf8969.jpg,1601,0.29450681805610657
5772857aedc2cb38800119ae.jpg,4414,0.29448235034942627
57728738edc2cb388006b84e.jpg,3095,0.29445841908454895
57727f8fedc2cb3880ee33c6.jpg,2164,0.29445338249206543
577287c9edc2cb388008256b.jpg,3847,0.2944527864456177
57727ca6edc2cb3880e54242.jpg,898,0.2944367229938507
57727b73edc2cb3880e18b92.jpg,3004,0.29442936182022095
5772855fedc2cb388000f114.jpg,4265,0.2944245934486389
57727d75edc2cb3880e7ccde.jpg,1793,0.29437360167503357
577288e7edc2cb38800bed7c.jpg,1360,0.29430273175239563
577281f5edc2cb3880f62505.jpg,1307,0.29428568482398987
57728460edc2cb3880fdc119.jpg,4414,0.2942641079425812
577280dcedc2cb3880f288fe.jpg,3888,0.2942140996456146
57727023edc2cb3880bcfe9a.jpg,246,0.2942122220993042
57727ffdedc2cb3880efd8a9.jpg,3362,0.2941933274269104
57728618edc2cb388003087d.jpg,1793,0.29416346549987793
57728784edc2cb3880076452.jpg,154,0.2941577136516571
577279d2edc2cb3880dc86f2.jpg,589,0.2941274046897888
57728947edc2cb38800d345a.jpg,3499,0.29412588477134705
5772832eedc2cb3880fa0aff.jpg,1518,0.2941110134124756
58c6237dedc2c9c7dc0de198.jpg,1588,0.29406577348709106
5772837fedc2cb3880fabf59.jpg,2038,0.2940426468849182
577285aaedc2cb388001b705.jpg,1518,0.293972909450531
577278e7edc2cb3880d95da8.jpg,3362,0.2938738763332367
577286a9edc2cb388004e37a.jpg,1999,0.2938339114189148
5772821bedc2cb3880f6b354.jpg,246,0.2938125431537628
57727bbfedc2cb3880e24d0e.jpg,1885,0.29381048679351807
57726e50edc2cb3880b6a820.jpg,1597,0.2938077449798584
577281eeedc2cb3880f61abb.jpg,2829,0.29380062222480774
577287d9edc2cb38800895a7.jpg,1997,0.2936702370643616
57727692edc2cb3880d1ed75.jpg,1307,0.29366469383239746
58667c95edc2cd757c430d56.jpg,518,0.29350218176841736
57727652edc2cb3880d1390e.jpg,2028,0.2934824526309967
57727015edc2cb3880bceb08.jpg,1597,0.2934466600418091
57727e57edc2cb3880ea75ca.jpg,1999,0.2934286892414093
57727a9aedc2cb3880df183d.jpg,3972,0.293416291475296
57727449edc2cb3880cb837b.jpg,518,0.2933814525604248
57727e35edc2cb3880ea42ee.jpg,3980,0.29334551095962524
57728a75edc2cb3880110f91.jpg,3980,0.2933380603790283
577289a9edc2cb38800e795e.jpg,879,0.2932310700416565
57728948edc2cb38800d353a.jpg,4123,0.2931765913963318
587cf645edc2c9546c0d0c08.jpg,1043,0.2931705117225647
57728952edc2cb38800d46d8.jpg,1307,0.29313555359840393
57728568edc2cb388000ff00.jpg,2548,0.2931278944015503
5772785bedc2cb3880d78461.jpg,4988,0.29307493567466736
5772866fedc2cb38800433df.jpg,4123,0.2930547297000885
577275e4edc2cb3880cf87e7.jpg,314,0.29304492473602295
577283cfedc2cb3880fbe0b8.jpg,1489,0.293033242225647
577284ddedc2cb3880ff2754.jpg,246,0.2930243909358978
57728228edc2cb3880f6c655.jpg,1355,0.2930122911930084
577281f4edc2cb3880f62371.jpg,4123,0.2930070459842682
577286d7edc2cb3880057746.jpg,4562,0.29298993945121765
5954fa31edc2c93644c38cdc.jpg,941,0.292985200881958
57728424edc2cb3880fcf530.jpg,4865,0.2928864359855652
57727024edc2cb3880bcffda.jpg,518,0.29285869002342224
57726f0dedc2cb3880b946e5.jpg,2794,0.29284197092056274
57727ce4edc2cb3880e5f8ba.jpg,1997,0.2928130626678467
57728395edc2cb3880fb354c.jpg,1811,0.2928118109703064
57728742edc2cb388006c648.jpg,4355,0.29279670119285583
57727d70edc2cb3880e7c4c7.jpg,1793,0.2927721440792084
57726f47edc2cb3880b9ffaf.jpg,246,0.2927600145339966
57727cb9edc2cb3880e56095.jpg,4167,0.2927565276622772
58aae502edc2c923e4650705.jpg,4005,0.2927376627922058
577283ceedc2cb3880fbdea4.jpg,1112,0.29269951581954956
57727ffeedc2cb3880efda99.jpg,2164,0.2926909625530243
5772797dedc2cb3880db5504.jpg,1322,0.29269078373908997
57727c27edc2cb3880e38d0d.jpg,1597,0.29268401861190796
57727019edc2cb3880bcf01a.jpg,518,0.29262179136276245
57727071edc2cb3880be3253.jpg,4167,0.292589008808136
577276e9edc2cb3880d31a1d.jpg,4414,0.29258623719215393
57727e3bedc2cb3880ea4d14.jpg,1452,0.29258349537849426
57727cb7edc2cb3880e55d8f.jpg,246,0.2925519049167633
5772877cedc2cb38800756b7.jpg,1452,0.2925397753715515
57728649edc2cb388003a7a7.jpg,421,0.29253149032592773
577281caedc2cb3880f59ae8.jpg,1597,0.29249605536460876
577284aeedc2cb3880fe8c67.jpg,2164,0.2924915850162506
57728395edc2cb3880fb352c.jpg,449,0.2924650311470032
57727d75edc2cb3880e7cd7e.jpg,4947,0.29246360063552856
577288e6edc2cb38800bec9c.jpg,1002,0.29243168234825134
57726ea9edc2cb3880b7ee15.jpg,4718,0.29243162274360657
57727e85edc2cb3880eb1121.jpg,2330,0.29237833619117737
577287d9edc2cb3880089557.jpg,1518,0.2923762798309326
577275a5edc2cb3880cece06.jpg,3186,0.2923228144645691
5772839bedc2cb3880fb3e11.jpg,3847,0.2923080623149872
577271fcedc2cb3880c381da.jpg,518,0.29230207204818726
5772867bedc2cb388004473a.jpg,246,0.29230186343193054
57727015edc2cb3880bcea64.jpg,518,0.29228734970092773
57727a9bedc2cb3880df1a3d.jpg,3287,0.29225456714630127
57728a95edc2cb388011982a.jpg,246,0.2922496795654297
57726f73edc2cb3880ba9ed3.jpg,4167,0.29220885038375854
5772847bedc2cb3880fdede7.jpg,1002,0.2921772599220276
57727c95edc2cb3880e4d1d4.jpg,4402,0.29215285181999207
57727aabedc2cb3880df2ec9.jpg,1816,0.2921493947505951
5954fa34edc2c93644c3915a.jpg,2164,0.2921445667743683
577284fbedc2cb3880ffaa84.jpg,4123,0.2921315133571625
5772845eedc2cb3880fdbf39.jpg,1518,0.29209473729133606
57728a95edc2cb388011984c.jpg,738,0.29209426045417786
57726f11edc2cb3880b94cf6.jpg,2511,0.2920350730419159
